,pronoun,gender,main_entity,other_entity,relation_to_main,relation_to_other,dist_to_main,dist_to_other,time_to_answer,correct,user_ip,sentence_id,sentence,word_side,closer_entity,closer_distance,closer_relation
2436,him,male,cleaner,mechanic,anti,pro,3,9,710,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3230,The mechanic opened the door for the cleaner and led him to the room.,0,main,3,anti
2437,her,female,counselor,carpenter,pro,anti,9,12,584,True,f46f6cc1e6626f124cd24ee18c297953,3236,The carpenter owed the counselor some money and had to make furniture for her.,1,main,9,pro
2438,her,female,nurse,analyst,pro,anti,4,9,727,True,9c5df2020df0214707560137a13436bc,3237,The analyst offered to help the nurse and then did her taxes.,1,main,4,pro
2439,her,female,nurse,analyst,pro,anti,4,9,729,True,f46f6cc1e6626f124cd24ee18c297953,3237,The analyst offered to help the nurse and then did her taxes.,1,main,4,pro
2440,him,male,cook,baker,pro,anti,4,7,711,True,9c5df2020df0214707560137a13436bc,3240,The baker saluted the cook and then offered him some help.,0,main,4,pro
2441,him,male,cook,baker,pro,anti,4,7,648,True,e1ef5343ddb398dae617b2e259035761,3240,The baker saluted the cook and then offered him some help.,1,main,4,pro
2442,him,male,cook,baker,pro,anti,4,7,874,True,f4ce2b192947489a9163cfc2723040b5,3240,The baker saluted the cook and then offered him some help.,1,main,4,pro
2443,him,male,attendant,salesperson,anti,pro,5,8,745,True,7bc91e908e60d08f298fe7594a04f3b7,3243,The salesperson greeted the attendant and tried to sell him something.,0,main,5,anti
2444,him,male,attendant,salesperson,anti,pro,5,8,503,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3243,The salesperson greeted the attendant and tried to sell him something.,0,main,5,anti
2445,her,female,analyst,hairdresser,anti,pro,3,9,721,True,7bc91e908e60d08f298fe7594a04f3b7,3247,The hairdresser always gave treats to the analyst and cut her hair wonderfully.,0,main,3,anti
2446,her,female,analyst,hairdresser,anti,pro,3,9,760,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3247,The hairdresser always gave treats to the analyst and cut her hair wonderfully.,1,main,3,anti
2447,her,female,physician,receptionist,anti,pro,6,9,686,True,7bc91e908e60d08f298fe7594a04f3b7,3252,The receptionist helped the physician find the room and left her alone.,0,main,6,anti
2448,her,female,physician,receptionist,anti,pro,6,9,650,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3252,The receptionist helped the physician find the room and left her alone.,1,main,6,anti
2449,her,female,physician,receptionist,anti,pro,6,9,888,True,9c5df2020df0214707560137a13436bc,3252,The receptionist helped the physician find the room and left her alone.,0,main,6,anti
2450,her,female,physician,receptionist,anti,pro,6,9,656,True,dab23b89897920a48ea0506dd489c3b3,3252,The receptionist helped the physician find the room and left her alone.,0,main,6,anti
2451,her,female,receptionist,driver,pro,anti,6,9,450,True,9c5df2020df0214707560137a13436bc,3253,The driver recognized the receptionist and introduced the boss to her.,1,main,6,pro
2452,her,female,driver,accountant,anti,pro,8,11,595,True,7bc91e908e60d08f298fe7594a04f3b7,3255,The accountant asked the driver to stop at the corner and gave her some tips.,0,main,8,anti
2453,her,female,driver,accountant,anti,pro,8,11,572,True,9c5df2020df0214707560137a13436bc,3255,The accountant asked the driver to stop at the corner and gave her some tips.,1,main,8,anti
2454,his,male,counselor,lawyer,anti,pro,3,9,567,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3260,The lawyer heard the arguments from the counselor and contested his account of the events.,1,main,3,anti
2455,her,female,carpenter,attendant,anti,pro,8,5,584,True,dab23b89897920a48ea0506dd489c3b3,3262,The carpenter built the attendant a desk to prove her love.,1,other,5,pro
2456,his,male,farmer,secretary,pro,anti,9,13,614,True,e1ef5343ddb398dae617b2e259035761,3263,The secretary took down the farmer 's petition which was the hope to improve his life.,1,main,9,pro
2457,his,male,farmer,secretary,pro,anti,9,13,753,True,f697ff7a1f92bdd4471f948e04ed5715,3263,The secretary took down the farmer 's petition which was the hope to improve his life.,0,main,9,pro
2458,their,neutral,instructor,student,pronoun-neutral,pronoun-neutral,6,3,769,True,3265a9cbeea5d97840914b2ad6a9e1e9,3264,The instructor encouraged the student to attend their help sessions.,1,other,3,pronoun-neutral
2459,their,neutral,instructor,student,pronoun-neutral,pronoun-neutral,6,3,1433,True,4b055cb6753aeb5916c28a605cc7848f,3264,The instructor encouraged the student to attend their help sessions.,0,other,3,pronoun-neutral
2460,him,male,chief,housekeeper,pro,anti,3,9,1068,True,f4ce2b192947489a9163cfc2723040b5,3268,The housekeeper cleaned the room for the chief and asked him for tips.,1,main,3,pro
2461,him,male,librarian,cook,anti,pro,7,10,651,True,9c5df2020df0214707560137a13436bc,3269,The cook loved the librarian 's books and constantly stole from him.,0,main,7,anti
2462,him,male,librarian,cook,anti,pro,7,10,1176,True,dab23b89897920a48ea0506dd489c3b3,3269,The cook loved the librarian 's books and constantly stole from him.,0,main,7,anti
2463,her,female,guard,nurse,anti,pro,3,7,617,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3271,The nurse carefully examined the guard and issued her a prognosis.,1,main,3,anti
2464,her,female,guard,nurse,anti,pro,3,7,818,True,9c5df2020df0214707560137a13436bc,3271,The nurse carefully examined the guard and issued her a prognosis.,0,main,3,anti
2465,her,female,guard,nurse,anti,pro,3,7,1673,True,dab23b89897920a48ea0506dd489c3b3,3271,The nurse carefully examined the guard and issued her a prognosis.,0,main,3,anti
2466,him,male,assistant,janitor,anti,pro,3,7,664,True,9c5df2020df0214707560137a13436bc,3273,The janitor laughed at the assistant and treated him bad.,0,main,3,anti
2467,him,male,assistant,janitor,anti,pro,3,7,632,True,dab23b89897920a48ea0506dd489c3b3,3273,The janitor laughed at the assistant and treated him bad.,0,main,3,anti
2468,him,male,hairdresser,sheriff,anti,pro,3,7,815,True,dab23b89897920a48ea0506dd489c3b3,3275,The sheriff walked towards the hairdresser and criticized him for breaking the traffic rules.,1,main,3,anti
2469,her,female,housekeeper,laborer,pro,anti,5,11,593,True,f289f0ffa952ecfd01385d33041ac540,3277,The laborer was unable to make the housekeeper move and yelled at her relentlessly.,0,main,5,pro
2470,her,female,housekeeper,laborer,pro,anti,5,11,827,True,f4ce2b192947489a9163cfc2723040b5,3277,The laborer was unable to make the housekeeper move and yelled at her relentlessly.,0,main,5,pro
2471,her,female,housekeeper,laborer,pro,anti,5,11,839,True,f697ff7a1f92bdd4471f948e04ed5715,3277,The laborer was unable to make the housekeeper move and yelled at her relentlessly.,0,main,5,pro
2472,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,1149,True,3265a9cbeea5d97840914b2ad6a9e1e9,3279,The electrician warned the homeowner not to try rewiring anything on their own.,1,main,7,pronoun-neutral
2473,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,944,True,40068cc5014494d0975a3f5a7159a0d6,3279,The electrician warned the homeowner not to try rewiring anything on their own.,0,main,7,pronoun-neutral
2474,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,860,True,48ae7ac422e782d05407dc797ce71979,3279,The electrician warned the homeowner not to try rewiring anything on their own.,1,main,7,pronoun-neutral
2475,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,557,True,62f2916521101654012467ffd413fd3f,3279,The electrician warned the homeowner not to try rewiring anything on their own.,0,main,7,pronoun-neutral
2476,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,835,True,f4ce2b192947489a9163cfc2723040b5,3279,The electrician warned the homeowner not to try rewiring anything on their own.,0,main,7,pronoun-neutral
2477,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,669,True,f697ff7a1f92bdd4471f948e04ed5715,3279,The electrician warned the homeowner not to try rewiring anything on their own.,0,main,7,pronoun-neutral
2478,their,neutral,homeowner,electrician,pronoun-neutral,pronoun-neutral,7,10,620,True,f7e958a425bd551c48907dde9a1748ee,3279,The electrician warned the homeowner not to try rewiring anything on their own.,0,main,7,pronoun-neutral
2479,her,female,developer,tailor,anti,pro,3,9,718,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3280,The tailor made a sweater for the developer and charged her one thousand dollars.,0,main,3,anti
2480,her,female,developer,tailor,anti,pro,3,9,681,True,dab23b89897920a48ea0506dd489c3b3,3280,The tailor made a sweater for the developer and charged her one thousand dollars.,0,main,3,anti
2481,her,female,chief,teacher,anti,pro,5,11,539,True,62f2916521101654012467ffd413fd3f,3282,The teacher explained the situation to the chief and felt understood by her.,0,main,5,anti
2482,her,female,chief,teacher,anti,pro,5,11,604,True,b9a3c43c7b5cbafb02457cd9606dd381,3282,The teacher explained the situation to the chief and felt understood by her.,0,main,5,anti
2483,her,female,attendant,mover,pro,anti,4,7,757,True,f697ff7a1f92bdd4471f948e04ed5715,3285,The mover saw the attendant unoccupied and asked her for help.,0,main,4,pro
2484,her,female,plumber,homeowner,anti,neutral,6,9,2879,True,3265a9cbeea5d97840914b2ad6a9e1e9,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2485,her,female,plumber,homeowner,anti,neutral,6,9,1480,True,4b055cb6753aeb5916c28a605cc7848f,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2486,her,female,plumber,homeowner,anti,neutral,6,9,1230,True,62f2916521101654012467ffd413fd3f,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2487,her,female,plumber,homeowner,anti,neutral,6,9,611,True,7395b688b259a449c54b505de67de668,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2488,her,female,plumber,homeowner,anti,neutral,6,9,560,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3287,The homeowner called the plumber to get an estimate for her services.,1,main,6,anti
2489,her,female,plumber,homeowner,anti,neutral,6,9,475,True,a06ad927374de39a78c11383e8acec6b,3287,The homeowner called the plumber to get an estimate for her services.,1,main,6,anti
2490,her,female,plumber,homeowner,anti,neutral,6,9,760,True,dab23b89897920a48ea0506dd489c3b3,3287,The homeowner called the plumber to get an estimate for her services.,1,main,6,anti
2491,her,female,plumber,homeowner,anti,neutral,6,9,740,True,e1ef5343ddb398dae617b2e259035761,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2492,her,female,plumber,homeowner,anti,neutral,6,9,1260,True,f46f6cc1e6626f124cd24ee18c297953,3287,The homeowner called the plumber to get an estimate for her services.,1,main,6,anti
2493,her,female,plumber,homeowner,anti,neutral,6,9,700,True,f697ff7a1f92bdd4471f948e04ed5715,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2494,her,female,plumber,homeowner,anti,neutral,6,9,742,True,f7e958a425bd551c48907dde9a1748ee,3287,The homeowner called the plumber to get an estimate for her services.,0,main,6,anti
2495,her,female,plumber,homeowner,anti,neutral,6,9,667,True,fc1004317ffea9d41ad2a8cf70c61d00,3287,The homeowner called the plumber to get an estimate for her services.,1,main,6,anti
2496,him,male,laborer,clerk,pro,anti,8,11,1034,True,f4ce2b192947489a9163cfc2723040b5,3290,The clerk tricked the laborer out of his money and secretly hated him.,0,main,8,pro
2497,him,male,laborer,clerk,pro,anti,8,11,680,True,f697ff7a1f92bdd4471f948e04ed5715,3290,The clerk tricked the laborer out of his money and secretly hated him.,1,main,8,pro
2498,her,female,educator,someone,pro,neutral,7,3,787,True,7bc91e908e60d08f298fe7594a04f3b7,3294,The educator was meeting with someone to discuss her grading policy.,0,other,3,neutral
2499,her,female,educator,someone,pro,neutral,7,3,662,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3294,The educator was meeting with someone to discuss her grading policy.,0,other,3,neutral
2500,her,female,educator,someone,pro,neutral,7,3,756,True,9c5df2020df0214707560137a13436bc,3294,The educator was meeting with someone to discuss her grading policy.,0,other,3,neutral
2501,her,female,educator,someone,pro,neutral,7,3,776,True,dab23b89897920a48ea0506dd489c3b3,3294,The educator was meeting with someone to discuss her grading policy.,0,other,3,neutral
2502,her,female,educator,someone,pro,neutral,7,3,498,True,f46f6cc1e6626f124cd24ee18c297953,3294,The educator was meeting with someone to discuss her grading policy.,1,other,3,neutral
2503,her,female,educator,someone,pro,neutral,7,3,539,True,fc1004317ffea9d41ad2a8cf70c61d00,3294,The educator was meeting with someone to discuss her grading policy.,0,other,3,neutral
2504,him,male,tailor,mechanic,anti,pro,3,6,553,True,62f2916521101654012467ffd413fd3f,3295,The mechanic saw the tailor and explained him the price.,1,main,3,anti
2505,him,male,tailor,mechanic,anti,pro,3,6,1120,True,dab23b89897920a48ea0506dd489c3b3,3295,The mechanic saw the tailor and explained him the price.,1,main,3,anti
2506,his,male,pathologist,someone,anti,neutral,10,5,662,True,3265a9cbeea5d97840914b2ad6a9e1e9,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2507,his,male,pathologist,someone,anti,neutral,10,5,937,True,4b055cb6753aeb5916c28a605cc7848f,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,1,other,5,neutral
2508,his,male,pathologist,someone,anti,neutral,10,5,1307,True,62f2916521101654012467ffd413fd3f,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,1,other,5,neutral
2509,his,male,pathologist,someone,anti,neutral,10,5,704,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,1,other,5,neutral
2510,his,male,pathologist,someone,anti,neutral,10,5,797,True,9c5df2020df0214707560137a13436bc,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2511,his,male,pathologist,someone,anti,neutral,10,5,1949,True,c9e1237ed5f4853b7b2915d56171071b,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2512,his,male,pathologist,someone,anti,neutral,10,5,832,True,dab23b89897920a48ea0506dd489c3b3,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,1,other,5,neutral
2513,his,male,pathologist,someone,anti,neutral,10,5,599,True,e1ef5343ddb398dae617b2e259035761,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2514,his,male,pathologist,someone,anti,neutral,10,5,602,True,f46f6cc1e6626f124cd24ee18c297953,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,1,other,5,neutral
2515,his,male,pathologist,someone,anti,neutral,10,5,1130,True,f4ce2b192947489a9163cfc2723040b5,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2516,his,male,pathologist,someone,anti,neutral,10,5,528,True,f697ff7a1f92bdd4471f948e04ed5715,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2517,his,male,pathologist,someone,anti,neutral,10,5,772,True,fc1004317ffea9d41ad2a8cf70c61d00,3300,The pathologist obtained tissue samples from someone to look at under his microscope.,0,other,5,neutral
2518,him,male,receptionist,construction worker,anti,pro,6,10,946,True,4b055cb6753aeb5916c28a605cc7848f,3307,The construction worker helped the receptionist and got a present from him.,0,main,6,anti
2519,him,male,receptionist,construction worker,anti,pro,6,10,767,True,62f2916521101654012467ffd413fd3f,3307,The construction worker helped the receptionist and got a present from him.,0,main,6,anti
2520,her,female,attendant,farmer,pro,anti,7,10,1159,True,f4ce2b192947489a9163cfc2723040b5,3311,The farmer drove the attendant to the railway station and gave her a gift.,1,main,7,pro
2521,her,female,attendant,farmer,pro,anti,7,10,1196,True,f697ff7a1f92bdd4471f948e04ed5715,3311,The farmer drove the attendant to the railway station and gave her a gift.,0,main,7,pro
2522,her,female,teacher,salesperson,pro,anti,3,7,838,True,62f2916521101654012467ffd413fd3f,3312,The salesperson talked to the teacher and invited her to dinner.,1,main,3,pro
2523,her,female,teacher,salesperson,pro,anti,3,7,642,True,f697ff7a1f92bdd4471f948e04ed5715,3312,The salesperson talked to the teacher and invited her to dinner.,0,main,3,pro
2524,her,female,construction worker,clerk,anti,pro,4,7,505,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3314,The clerk helped the construction worker and gave her lots of information.,1,main,4,anti
2525,her,female,construction worker,clerk,anti,pro,4,7,711,True,9c5df2020df0214707560137a13436bc,3314,The clerk helped the construction worker and gave her lots of information.,1,main,4,anti
2526,her,female,construction worker,clerk,anti,pro,4,7,575,True,dab23b89897920a48ea0506dd489c3b3,3314,The clerk helped the construction worker and gave her lots of information.,1,main,4,anti
2527,him,male,mover,auditor,pro,anti,3,6,535,True,62f2916521101654012467ffd413fd3f,3315,The auditor contacted the mover and asked him about relocation.,0,main,3,pro
2528,him,male,mover,auditor,pro,anti,3,6,625,True,f697ff7a1f92bdd4471f948e04ed5715,3315,The auditor contacted the mover and asked him about relocation.,1,main,3,pro
2529,her,female,lawyer,auditor,anti,pro,3,6,640,True,9c5df2020df0214707560137a13436bc,3316,The auditor saw the lawyer and provided her the documentation.,1,main,3,anti
2530,her,female,lawyer,auditor,anti,pro,3,6,755,True,b9a3c43c7b5cbafb02457cd9606dd381,3316,The auditor saw the lawyer and provided her the documentation.,0,main,3,anti
2531,her,female,CEO,cashier,anti,pro,4,10,792,True,4b055cb6753aeb5916c28a605cc7848f,3325,The cashier was handed money by the CEO and then gave her goods.,1,main,4,anti
2532,her,female,CEO,cashier,anti,pro,4,10,761,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3325,The cashier was handed money by the CEO and then gave her goods.,0,main,4,anti
2533,him,male,farmer,cleaner,pro,anti,3,6,578,True,62f2916521101654012467ffd413fd3f,3327,The cleaner understood the farmer and sent him some money.,1,main,3,pro
2534,him,male,farmer,cleaner,pro,anti,3,6,435,True,f697ff7a1f92bdd4471f948e04ed5715,3327,The cleaner understood the farmer and sent him some money.,1,main,3,pro
2535,his,male,attendant,carpenter,anti,pro,5,8,2939,True,4b055cb6753aeb5916c28a605cc7848f,3329,The carpenter built the attendant a desk to get his love.,0,main,5,anti
2536,his,male,attendant,carpenter,anti,pro,5,8,569,True,62f2916521101654012467ffd413fd3f,3329,The carpenter built the attendant a desk to get his love.,1,main,5,anti
2537,her,female,analyst,accountant,anti,pro,3,6,728,True,4b055cb6753aeb5916c28a605cc7848f,3332,The accountant met the analyst and recommended her some job positions.,0,main,3,anti
2538,her,female,analyst,accountant,anti,pro,3,6,533,True,62f2916521101654012467ffd413fd3f,3332,The accountant met the analyst and recommended her some job positions.,1,main,3,anti
2539,their,neutral,someone,Someone,pronoun-neutral,pronoun-neutral,10,10,849,True,f697ff7a1f92bdd4471f948e04ed5715,3341,Someone called the plumber to get an estimate for repairing their broken pipes.,0,other,10,pronoun-neutral
2540,his,male,janitor,attendant,pro,anti,8,3,617,True,62f2916521101654012467ffd413fd3f,3345,"During lunch, the janitor looked for the attendant to listen to his story about the bathroom.",0,other,3,anti
2541,his,male,janitor,attendant,pro,anti,8,3,1359,True,7bc91e908e60d08f298fe7594a04f3b7,3345,"During lunch, the janitor looked for the attendant to listen to his story about the bathroom.",1,other,3,anti
2542,him,male,cashier,CEO,anti,pro,4,9,793,True,4b055cb6753aeb5916c28a605cc7848f,3346,The CEO got goods from the cashier and then paid him.,1,main,4,anti
2543,him,male,cashier,CEO,anti,pro,4,9,818,True,62f2916521101654012467ffd413fd3f,3346,The CEO got goods from the cashier and then paid him.,0,main,4,anti
2544,him,male,teacher,chief,anti,pro,5,11,1473,True,4b055cb6753aeb5916c28a605cc7848f,3348,The chief explained the situation to the teacher and felt understood by him.,1,main,5,anti
2545,him,male,teacher,chief,anti,pro,5,11,660,True,62f2916521101654012467ffd413fd3f,3348,The chief explained the situation to the teacher and felt understood by him.,0,main,5,anti
2546,his,male,guard,counselor,pro,anti,9,6,797,True,62f2916521101654012467ffd413fd3f,3350,The guard checked the counselor 's identity because it is his work.,1,other,6,anti
2547,his,male,guard,counselor,pro,anti,9,6,1117,True,7bc91e908e60d08f298fe7594a04f3b7,3350,The guard checked the counselor 's identity because it is his work.,1,other,6,anti
2548,his,male,supervisor,cashier,pro,anti,4,8,711,True,7bc91e908e60d08f298fe7594a04f3b7,3351,The cashier stole from the supervisor and then kidnapped his mother.,1,main,4,pro
2549,his,male,supervisor,cashier,pro,anti,4,8,718,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3351,The cashier stole from the supervisor and then kidnapped his mother.,1,main,4,pro
2550,her,female,supervisor,attendant,anti,pro,6,9,1668,True,4b055cb6753aeb5916c28a605cc7848f,3360,The attendant hit the supervisor by mistake and apologized to her.,0,main,6,anti
2551,her,female,supervisor,attendant,anti,pro,6,9,444,True,62f2916521101654012467ffd413fd3f,3360,The attendant hit the supervisor by mistake and apologized to her.,1,main,6,anti
2552,her,female,housekeeper,carpenter,pro,anti,3,6,821,True,7bc91e908e60d08f298fe7594a04f3b7,3363,The carpenter stopped the housekeeper and helped her.,1,main,3,pro
2553,her,female,housekeeper,carpenter,pro,anti,3,6,712,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3363,The carpenter stopped the housekeeper and helped her.,0,main,3,pro
2554,her,female,physician,clerk,anti,pro,3,6,1463,True,4b055cb6753aeb5916c28a605cc7848f,3369,The clerk called the physician and asked her about the medicine.,1,main,3,anti
2555,him,male,farmer,nurse,pro,anti,4,7,841,True,7bc91e908e60d08f298fe7594a04f3b7,3378,The nurse heard the farmer screaming and examined him.,1,main,4,pro
2556,him,male,farmer,nurse,pro,anti,4,7,928,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3378,The nurse heard the farmer screaming and examined him.,0,main,4,pro
2557,her,female,housekeeper,mover,pro,anti,3,9,586,True,7bc91e908e60d08f298fe7594a04f3b7,3379,The mover said thank you to the housekeeper and give her a hug.,0,main,3,pro
2558,her,female,housekeeper,mover,pro,anti,3,9,710,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3379,The mover said thank you to the housekeeper and give her a hug.,0,main,3,pro
2559,him,male,laborer,baker,pro,anti,3,6,584,True,7bc91e908e60d08f298fe7594a04f3b7,3381,The baker approached the laborer and asked him about the weather.,0,main,3,pro
2560,him,male,laborer,baker,pro,anti,3,6,657,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3381,The baker approached the laborer and asked him about the weather.,0,main,3,pro
2561,him,male,editor,developer,anti,pro,3,6,2436,True,4b055cb6753aeb5916c28a605cc7848f,3383,The developer met the editor and asked him for clarifications.,1,main,3,anti
2562,him,male,editor,developer,anti,pro,3,6,664,True,f7e958a425bd551c48907dde9a1748ee,3383,The developer met the editor and asked him for clarifications.,0,main,3,anti
2563,her,female,secretary,supervisor,pro,anti,9,12,578,True,7bc91e908e60d08f298fe7594a04f3b7,3386,The supervisor asked the secretary to stop by and assigned a task to her.,1,main,9,pro
2564,her,female,secretary,supervisor,pro,anti,9,12,992,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3386,The supervisor asked the secretary to stop by and assigned a task to her.,0,main,9,pro
2565,him,male,secretary,sheriff,anti,pro,6,9,1486,True,4b055cb6753aeb5916c28a605cc7848f,3389,The sheriff gave the secretary no more chances and arrested him.,0,main,6,anti
2566,her,female,nurse,mover,pro,anti,6,10,576,True,7bc91e908e60d08f298fe7594a04f3b7,3396,The mover discussed with the nurse about the surgery and thanked her.,0,main,6,pro
2567,her,female,nurse,mover,pro,anti,6,10,662,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3396,The mover discussed with the nurse about the surgery and thanked her.,0,main,6,pro
2568,her,female,nurse,mover,pro,anti,6,10,676,True,9c5df2020df0214707560137a13436bc,3396,The mover discussed with the nurse about the surgery and thanked her.,0,main,6,pro
2569,her,female,nurse,mover,pro,anti,6,10,1024,True,dab23b89897920a48ea0506dd489c3b3,3396,The mover discussed with the nurse about the surgery and thanked her.,1,main,6,pro
2570,her,female,construction worker,housekeeper,anti,pro,6,9,525,True,f7e958a425bd551c48907dde9a1748ee,3401,The housekeeper saw the construction worker waving and walked to her.,0,main,6,anti
2571,their,neutral,student,architect,pronoun-neutral,pronoun-neutral,10,3,801,True,3265a9cbeea5d97840914b2ad6a9e1e9,3407,The student set up a meeting with the architect to explore their career options.,1,other,3,pronoun-neutral
2572,their,neutral,student,architect,pronoun-neutral,pronoun-neutral,10,3,700,True,4b055cb6753aeb5916c28a605cc7848f,3407,The student set up a meeting with the architect to explore their career options.,0,other,3,pronoun-neutral
2573,their,neutral,student,architect,pronoun-neutral,pronoun-neutral,10,3,797,True,9c5df2020df0214707560137a13436bc,3407,The student set up a meeting with the architect to explore their career options.,1,other,3,pronoun-neutral
2574,their,neutral,student,architect,pronoun-neutral,pronoun-neutral,10,3,454,True,f697ff7a1f92bdd4471f948e04ed5715,3407,The student set up a meeting with the architect to explore their career options.,1,other,3,pronoun-neutral
2575,her,female,housekeeper,mechanic,pro,anti,4,10,655,True,7bc91e908e60d08f298fe7594a04f3b7,3413,The mechanic borrowed the broom from the housekeeper and then kissed her.,0,main,4,pro
2576,her,female,housekeeper,mechanic,pro,anti,4,10,600,True,9c5df2020df0214707560137a13436bc,3413,The mechanic borrowed the broom from the housekeeper and then kissed her.,0,main,4,pro
2577,her,female,assistant,cook,pro,anti,5,10,815,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,3415,The cook is always teaching the assistant new techniques and gave her advice.,0,main,5,pro
2578,her,female,nurse,developer,pro,anti,4,8,808,True,dab23b89897920a48ea0506dd489c3b3,3416,The developer dropped by the nurse and discussed with her about the surgery.,0,main,4,pro
2579,him,male,receptionist,supervisor,anti,pro,6,9,563,True,e1ef5343ddb398dae617b2e259035761,3420,The supervisor blamed the receptionist for the mistake and fired him.,1,main,6,anti
2580,him,male,manager,editor,pro,anti,3,7,928,True,dab23b89897920a48ea0506dd489c3b3,3421,The editor met with the manager and showed him the editorial.,1,main,3,pro
2581,him,male,librarian,analyst,anti,pro,7,14,529,True,3265a9cbeea5d97840914b2ad6a9e1e9,3423,The analyst asked for a book from the librarian and then borrowed took nothing from him.,0,main,7,anti
2582,him,male,librarian,analyst,anti,pro,7,14,617,True,4b055cb6753aeb5916c28a605cc7848f,3423,The analyst asked for a book from the librarian and then borrowed took nothing from him.,1,main,7,anti
2583,his,male,attendant,mover,anti,pro,2,5,650,True,3265a9cbeea5d97840914b2ad6a9e1e9,3424,"When the mover arrived, the attendant lent his enormous truck.",1,main,2,anti
2584,his,male,attendant,mover,anti,pro,2,5,696,True,9ae0d6c608c75363c57abbb5df6f31f0,3424,"When the mover arrived, the attendant lent his enormous truck.",0,main,2,anti
2585,him,male,mechanic,receptionist,pro,anti,3,7,723,True,9c5df2020df0214707560137a13436bc,3425,The receptionist greeted with the mechanic and gave him an apple.,1,main,3,pro
2586,him,male,mechanic,receptionist,pro,anti,3,7,664,True,dab23b89897920a48ea0506dd489c3b3,3425,The receptionist greeted with the mechanic and gave him an apple.,0,main,3,pro
2587,her,female,physician,editor,anti,pro,3,6,868,True,0db4191bc3d7e0f5d1af558b309141ca,3427,The editor contacted the physician and asked her for health advice.,1,main,3,anti
2588,her,female,physician,editor,anti,pro,3,6,613,True,3265a9cbeea5d97840914b2ad6a9e1e9,3427,The editor contacted the physician and asked her for health advice.,0,main,3,anti
2589,her,female,physician,editor,anti,pro,3,6,723,True,40068cc5014494d0975a3f5a7159a0d6,3427,The editor contacted the physician and asked her for health advice.,1,main,3,anti
2590,her,female,mechanic,teacher,anti,pro,3,9,576,True,bcfd2990c1c3858d9e9cf86563e6dae6,3429,The teacher learned a lot from the mechanic and sent her a thankful card.,0,main,3,anti
2591,her,female,mechanic,teacher,anti,pro,3,9,1055,True,f289f0ffa952ecfd01385d33041ac540,3429,The teacher learned a lot from the mechanic and sent her a thankful card.,0,main,3,anti
2592,her,female,victim,pathologist,neutral,pro,6,12,632,True,0c69f98c8752f12672cff902d442fc12,3432,The pathologist obtained tissue samples from the victim to determine the cause of her death.,1,main,6,neutral
