,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
2305,her,her,singer,anti,10,539.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1288,"However, the singer was still seething about how the media had treated her unfairly over the last two years.",1.0
2306,her,her,singer,anti,10,919.0,True,6dfde7afac417f804bbee5fe91ac27cd,1288,"However, the singer was still seething about how the media had treated her unfairly over the last two years.",0.0
2307,her,her,singer-songwriter,anti,7,652.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1433,"Welsh singer-songwriter Charlotte Church criticized Diane Martel for her creation of sexually-explicit music videos, and referenced the ``Lolita`` video as ``an objectionable little number``, Church disapproved of the single's title.",1.0
2308,her,her,singer-songwriter,anti,7,634.0,True,d648d0b729c06f20aaa219368992a9d1,1433,"Welsh singer-songwriter Charlotte Church criticized Diane Martel for her creation of sexually-explicit music videos, and referenced the ``Lolita`` video as ``an objectionable little number``, Church disapproved of the single's title.",1.0
2309,her,her,singer-songwriter,anti,7,784.0,True,ea6777eddd27e861b6ebc5c817f814e6,1433,"Welsh singer-songwriter Charlotte Church criticized Diane Martel for her creation of sexually-explicit music videos, and referenced the ``Lolita`` video as ``an objectionable little number``, Church disapproved of the single's title.",0.0
2310,her,her,singer,anti,9,961.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1440,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single ``GTFO``.,0.0
2311,her,her,singer,anti,9,522.0,True,6dfde7afac417f804bbee5fe91ac27cd,1440,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single ``GTFO``.,1.0
2312,her,her,singer,anti,9,485.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1440,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single ``GTFO``.,0.0
2313,her,her,singer,anti,9,496.0,True,89bb397c8dd69b78571f586522288335,1440,In 2018 American singer songwriter Mariah Carey referenced the Caymus brand in her single ``GTFO``.,0.0
2314,she,she,singer,anti,9,668.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1578,Several years later Singer created a ``periodic table`` of chemically modified organisms she learned about from her Superfund research.,1.0
2315,she,she,singer,anti,9,664.0,True,9962e8a878efc4bd41a392780885f015,1578,Several years later Singer created a ``periodic table`` of chemically modified organisms she learned about from her Superfund research.,1.0
2316,she,she,singer,anti,9,992.0,True,c17d279da49e709638f42e292543b334,1578,Several years later Singer created a ``periodic table`` of chemically modified organisms she learned about from her Superfund research.,0.0
2317,she,she,singer,anti,9,1015.0,True,d00696adf8dd1f96878d06dbb74a3b48,1578,Several years later Singer created a ``periodic table`` of chemically modified organisms she learned about from her Superfund research.,0.0
2318,she,she,singer,anti,9,536.0,True,ea6777eddd27e861b6ebc5c817f814e6,1578,Several years later Singer created a ``periodic table`` of chemically modified organisms she learned about from her Superfund research.,0.0
2319,her,her,actress/singer,anti,4,611.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1627,He also collaborated with then 13-year-old Emmy nominated actress/singer Keke Palmer on her 2007 debut album on Atlantic Records and produced a song for the second season of hit Disney sitcom ``Hannah Montana``.,1.0
2320,her,her,actress/singer,anti,4,619.0,True,6dfde7afac417f804bbee5fe91ac27cd,1627,He also collaborated with then 13-year-old Emmy nominated actress/singer Keke Palmer on her 2007 debut album on Atlantic Records and produced a song for the second season of hit Disney sitcom ``Hannah Montana``.,0.0
2321,her,her,actress/singer,anti,4,723.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1627,He also collaborated with then 13-year-old Emmy nominated actress/singer Keke Palmer on her 2007 debut album on Atlantic Records and produced a song for the second season of hit Disney sitcom ``Hannah Montana``.,1.0
2322,her,her,singer,anti,2,751.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1688,"At the 2004 Brit Awards, the singer received her third-consecutive nomination for ``Best International Female Solo Artist``.",0.0
2323,her,her,artist,anti,7,465.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,113,Marilyn Minter (born 1948) is an American visual artist who is perhaps best known for her sensual paintings and photographs done in the photorealism style that blur the line between commercial and fine art.,0.0
2324,her,her,artist,anti,7,644.0,True,6dfde7afac417f804bbee5fe91ac27cd,113,Marilyn Minter (born 1948) is an American visual artist who is perhaps best known for her sensual paintings and photographs done in the photorealism style that blur the line between commercial and fine art.,1.0
2325,her,her,artist,anti,7,544.0,True,9962e8a878efc4bd41a392780885f015,113,Marilyn Minter (born 1948) is an American visual artist who is perhaps best known for her sensual paintings and photographs done in the photorealism style that blur the line between commercial and fine art.,1.0
2326,herself,herself,artist,anti,1,1059.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,138,Chiderah Monde of ``New York Daily News`` described the video as ``a straight-forward profile of the artist herself``.,1.0
2327,herself,herself,artist,anti,1,1716.0,True,6fcb4dcbc1410bc056b5762f047c4f29,138,Chiderah Monde of ``New York Daily News`` described the video as ``a straight-forward profile of the artist herself``.,0.0
2328,herself,herself,artist,anti,1,1847.0,True,d00696adf8dd1f96878d06dbb74a3b48,138,Chiderah Monde of ``New York Daily News`` described the video as ``a straight-forward profile of the artist herself``.,1.0
2329,herself,herself,artist,anti,1,842.0,True,13448750d650cfb712f004d9bd1ebbc8,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",0.0
2330,herself,herself,artist,anti,1,438.0,True,68268f845d45a6fc9ee741e7032fec93,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",0.0
2331,herself,herself,artist,anti,1,851.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",0.0
2332,herself,herself,artist,anti,1,496.0,True,6dfde7afac417f804bbee5fe91ac27cd,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",1.0
2333,herself,herself,artist,anti,1,771.0,True,c17d279da49e709638f42e292543b334,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",0.0
2334,herself,herself,artist,anti,1,816.0,True,d00696adf8dd1f96878d06dbb74a3b48,324,"Several of her paintings are owned by the Litchfield Historical Society, many of which were donated to the Society by the artist herself.",0.0
2335,her,her,artist,anti,6,917.0,True,035bdfe202e3fd359e6a8ba379e88dd4,543,The artist maintained an humble attitude vis-Af-vis her artworks and her public.,0.0
2336,her,her,artist,anti,6,1047.0,True,89bb397c8dd69b78571f586522288335,543,The artist maintained an humble attitude vis-Af-vis her artworks and her public.,0.0
2337,her,her,artist,anti,6,1262.0,True,d648d0b729c06f20aaa219368992a9d1,543,The artist maintained an humble attitude vis-Af-vis her artworks and her public.,0.0
2338,her,her,artist,anti,7,812.0,True,035bdfe202e3fd359e6a8ba379e88dd4,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",0.0
2339,her,her,artist,anti,7,696.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",0.0
2340,her,her,artist,anti,7,454.0,True,6dfde7afac417f804bbee5fe91ac27cd,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",1.0
2341,her,her,artist,anti,7,470.0,True,6fcb4dcbc1410bc056b5762f047c4f29,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",1.0
2342,her,her,artist,anti,7,782.0,True,c17d279da49e709638f42e292543b334,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",1.0
2343,her,her,artist,anti,7,1561.0,True,d00696adf8dd1f96878d06dbb74a3b48,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",0.0
2344,her,her,artist,anti,7,635.0,True,f3276b3d2021fd87259810574797f8b4,630,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations, and finally to hypertext narrative work, live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work.",1.0
2345,herself,herself,artist,anti,10,520.0,True,035bdfe202e3fd359e6a8ba379e88dd4,718,"Rainey's protAfA gAfA , Bessie Smith was another artist who used the blues as a way to express herself with such lines as ``When you see two women walking hand in hand, just look em' over and try to understand: They'll go to those parties, have the lights down low, only those parties where women can go.``",0.0
2346,herself,herself,artist,anti,10,642.0,True,89bb397c8dd69b78571f586522288335,718,"Rainey's protAfA gAfA , Bessie Smith was another artist who used the blues as a way to express herself with such lines as ``When you see two women walking hand in hand, just look em' over and try to understand: They'll go to those parties, have the lights down low, only those parties where women can go.``",0.0
2347,herself,herself,artist,anti,10,1771.0,True,d00696adf8dd1f96878d06dbb74a3b48,718,"Rainey's protAfA gAfA , Bessie Smith was another artist who used the blues as a way to express herself with such lines as ``When you see two women walking hand in hand, just look em' over and try to understand: They'll go to those parties, have the lights down low, only those parties where women can go.``",0.0
2348,herself,herself,artist,anti,10,529.0,True,d648d0b729c06f20aaa219368992a9d1,718,"Rainey's protAfA gAfA , Bessie Smith was another artist who used the blues as a way to express herself with such lines as ``When you see two women walking hand in hand, just look em' over and try to understand: They'll go to those parties, have the lights down low, only those parties where women can go.``",0.0
2349,herself,herself,artist,anti,1,1100.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2350,herself,herself,artist,anti,1,679.0,True,6dfde7afac417f804bbee5fe91ac27cd,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2351,herself,herself,artist,anti,1,580.0,True,d648d0b729c06f20aaa219368992a9d1,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",1.0
2352,herself,herself,artist,anti,1,527.0,True,ea6777eddd27e861b6ebc5c817f814e6,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2353,herself,herself,artist,anti,4,666.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",0.0
2354,herself,herself,artist,anti,1,808.0,True,48ae7ac422e782d05407dc797ce71979,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2355,herself,herself,artist,anti,4,674.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",1.0
2356,herself,herself,artist,anti,4,1385.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",0.0
2357,herself,herself,artist,anti,4,589.0,True,89bb397c8dd69b78571f586522288335,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",0.0
2358,herself,herself,artist,anti,1,799.0,True,95867c05e9a72894b14350a3404bdf78,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2359,herself,herself,artist,anti,1,630.0,True,9798f23885a95a3a4f0050fa74246a80,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",1.0
2360,herself,herself,artist,anti,4,547.0,True,ea6777eddd27e861b6ebc5c817f814e6,1169,"This section presents introductions to the series by a historian of medicine and by the artist herself, and offers personal and professional reflections on the work from an orthopedic surgeon, a social worker with lived experience of cleft lip, and a retired pediatric forensic pathologist.",0.0
2361,herself,herself,artist,anti,4,1196.0,True,ea8afb9686e38991393dbb16e6da7735,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",1.0
2362,her,her,artist,anti,5,394.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1312,"In cooperation with Orson Sieverding, the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes.",1.0
2363,herself,herself,artist,anti,9,920.0,True,89bb397c8dd69b78571f586522288335,1248,"In May, 1999, ``The New York Times`` reported that ``Bubbles the artist is Ms. Willis herself.``",0.0
2364,her,her,artist,anti,5,918.0,True,d648d0b729c06f20aaa219368992a9d1,1312,"In cooperation with Orson Sieverding, the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes.",0.0
2365,her,her,artist,anti,5,816.0,True,ea6777eddd27e861b6ebc5c817f814e6,1312,"In cooperation with Orson Sieverding, the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes.",1.0
2366,her,her,artist,anti,5,562.0,True,f3276b3d2021fd87259810574797f8b4,1312,"In cooperation with Orson Sieverding, the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes.",0.0
2367,her,her,artist,anti,3,541.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",1.0
2368,her,her,artist,anti,3,529.0,True,4540c7b3bd418364af0e884d9c4ecd15,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",1.0
2369,her,her,artist,anti,3,495.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",1.0
2370,her,her,artist,anti,3,615.0,True,89bb397c8dd69b78571f586522288335,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",1.0
2371,her,her,artist,anti,3,400.0,True,ea6777eddd27e861b6ebc5c817f814e6,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",0.0
2372,her,her,artist,anti,5,543.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1341,"M.I.A., a British-born Sri Lankan electronic artist incorporates Bollywood songs in her music.",0.0
2373,her,her,artist,anti,3,985.0,True,5a7bf0314d9c129731caa613db8bc98d,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",0.0
2374,her,her,artist,anti,5,539.0,True,c17d279da49e709638f42e292543b334,1341,"M.I.A., a British-born Sri Lankan electronic artist incorporates Bollywood songs in her music.",0.0
2375,her,her,artist,anti,5,529.0,True,d648d0b729c06f20aaa219368992a9d1,1341,"M.I.A., a British-born Sri Lankan electronic artist incorporates Bollywood songs in her music.",0.0
2376,her,her,artist,anti,3,487.0,True,e2b31134ddce117fca635cc6d8b14b03,1326,"Matilda Browne (May 8, 1869 until November 3, 1947) was an American Impressionist artist noted for her flower paintings and her farm and cattle scenes.",0.0
2377,her,her,artist,anti,5,645.0,True,ea6777eddd27e861b6ebc5c817f814e6,1341,"M.I.A., a British-born Sri Lankan electronic artist incorporates Bollywood songs in her music.",0.0
2378,her,her,artist,anti,10,517.0,True,89bb397c8dd69b78571f586522288335,1458,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career, ten of which with Destiny's Child (three as a main act, one as a collabarative act, and six as an opening act), and seven of which as a solo artist (two of her own, one as a co-headlining act, three as a collaborative act and one as an opening act).",0.0
2379,her,her,artist,anti,10,760.0,True,9962e8a878efc4bd41a392780885f015,1458,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career, ten of which with Destiny's Child (three as a main act, one as a collabarative act, and six as an opening act), and seven of which as a solo artist (two of her own, one as a co-headlining act, three as a collaborative act and one as an opening act).",1.0
2380,her,her,artist,anti,10,1355.0,True,d00696adf8dd1f96878d06dbb74a3b48,1458,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career, ten of which with Destiny's Child (three as a main act, one as a collabarative act, and six as an opening act), and seven of which as a solo artist (two of her own, one as a co-headlining act, three as a collaborative act and one as an opening act).",0.0
2381,her,her,artist,anti,10,560.0,True,ea6777eddd27e861b6ebc5c817f814e6,1458,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career, ten of which with Destiny's Child (three as a main act, one as a collabarative act, and six as an opening act), and seven of which as a solo artist (two of her own, one as a co-headlining act, three as a collaborative act and one as an opening act).",1.0
2382,her,her,artist,anti,2,907.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1528,``Bettina`` was the name of the woman artist (and her ranch) that the Tom Hanks character met at the end of the film ``Cast Away`` while delivering her package.,0.0
2383,her,her,artist,anti,2,866.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1528,``Bettina`` was the name of the woman artist (and her ranch) that the Tom Hanks character met at the end of the film ``Cast Away`` while delivering her package.,0.0
2384,her,her,artist,anti,2,834.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1528,``Bettina`` was the name of the woman artist (and her ranch) that the Tom Hanks character met at the end of the film ``Cast Away`` while delivering her package.,0.0
2385,her,her,artist,anti,2,760.0,True,9962e8a878efc4bd41a392780885f015,1528,``Bettina`` was the name of the woman artist (and her ranch) that the Tom Hanks character met at the end of the film ``Cast Away`` while delivering her package.,0.0
2386,her,her,artist,anti,3,624.0,True,9962e8a878efc4bd41a392780885f015,1545,"During 2006-2007 Meilin performed in over 60 shows, both as a solo artist and with her sister Suelin.",1.0
2387,her,her,artist,anti,3,676.0,True,d648d0b729c06f20aaa219368992a9d1,1545,"During 2006-2007 Meilin performed in over 60 shows, both as a solo artist and with her sister Suelin.",0.0
2388,her,her,artist,anti,3,688.0,True,ea6777eddd27e861b6ebc5c817f814e6,1545,"During 2006-2007 Meilin performed in over 60 shows, both as a solo artist and with her sister Suelin.",1.0
2389,herself,herself,artist,anti,2,523.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1646,"Jordan Bassett of ``NME`` stated that ``this album is a quiet triumph, the understated work of an artist honouring herself and her creativity.``",1.0
2390,herself,herself,artist,anti,2,1249.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1646,"Jordan Bassett of ``NME`` stated that ``this album is a quiet triumph, the understated work of an artist honouring herself and her creativity.``",0.0
2391,herself,herself,artist,anti,2,1077.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1646,"Jordan Bassett of ``NME`` stated that ``this album is a quiet triumph, the understated work of an artist honouring herself and her creativity.``",0.0
2392,herself,herself,artist,anti,2,688.0,True,6dfde7afac417f804bbee5fe91ac27cd,1646,"Jordan Bassett of ``NME`` stated that ``this album is a quiet triumph, the understated work of an artist honouring herself and her creativity.``",1.0
2393,her,her,artist,anti,3,845.0,True,95867c05e9a72894b14350a3404bdf78,1545,"During 2006-2007 Meilin performed in over 60 shows, both as a solo artist and with her sister Suelin.",1.0
2394,her,her,artist,anti,3,581.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1647,Pinelo is an African-American artist noted for her work in video and performance.,0.0
2395,her,her,artist,anti,3,609.0,True,40068cc5014494d0975a3f5a7159a0d6,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2396,her,her,artist,anti,3,496.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2397,her,her,artist,anti,3,636.0,True,89bb397c8dd69b78571f586522288335,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2398,herself,herself,artist,anti,2,729.0,True,95867c05e9a72894b14350a3404bdf78,1646,"Jordan Bassett of ``NME`` stated that ``this album is a quiet triumph, the understated work of an artist honouring herself and her creativity.``",1.0
2399,her,her,artist,anti,3,474.0,True,c17d279da49e709638f42e292543b334,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2400,her,her,artist,anti,3,1364.0,True,d00696adf8dd1f96878d06dbb74a3b48,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2401,her,her,artist,anti,3,1365.0,True,d36520462f0b578647dee8534591e6b2,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2402,her,her,artist,anti,3,537.0,True,ea6777eddd27e861b6ebc5c817f814e6,1647,Pinelo is an African-American artist noted for her work in video and performance.,1.0
2403,she,she,bassist,anti,7,422.0,True,13448750d650cfb712f004d9bd1ebbc8,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",0.0
2404,she,she,bassist,anti,7,663.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",1.0
2405,she,she,bassist,anti,7,487.0,True,6dfde7afac417f804bbee5fe91ac27cd,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",0.0
2406,she,she,bassist,anti,7,656.0,True,9962e8a878efc4bd41a392780885f015,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",1.0
2407,she,she,bassist,anti,7,642.0,True,d648d0b729c06f20aaa219368992a9d1,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",0.0
2408,she,she,bassist,anti,7,960.0,True,ea6777eddd27e861b6ebc5c817f814e6,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",1.0
2409,she,she,mechanic,anti,-11,459.0,True,035bdfe202e3fd359e6a8ba379e88dd4,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",1.0
2410,she,she,mechanic,anti,-11,403.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",1.0
2411,she,she,mechanic,anti,-11,525.0,True,6fcb4dcbc1410bc056b5762f047c4f29,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",1.0
2412,she,she,bassist,anti,4,973.0,True,89bb397c8dd69b78571f586522288335,127,"Bassist, Vanessa Thornton, has since stated that she was unhappy with Sony's promotion of the band's previous self-titled album, a history that also involved the band's manager at the time.",1.0
2413,she,she,mechanic,anti,-11,1261.0,True,d00696adf8dd1f96878d06dbb74a3b48,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",1.0
2414,she,she,mechanic,anti,-11,1368.0,True,d5ed945569c2671ea9af478c01f933ae,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",0.0
2415,she,she,mechanic,anti,-11,784.0,True,ea6777eddd27e861b6ebc5c817f814e6,196,"At the same time, she takes various types of employment, including some work as a mechanic, which is also a career that she is interested in.",1.0
2416,she,she,cook,anti,4,555.0,True,035bdfe202e3fd359e6a8ba379e88dd4,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2417,she,she,cook,anti,4,543.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2418,she,she,cook,anti,4,798.0,True,68268f845d45a6fc9ee741e7032fec93,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",0.0
2419,she,she,cook,anti,4,898.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2420,she,she,cook,anti,4,937.0,True,6dfde7afac417f804bbee5fe91ac27cd,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2421,she,she,cook,anti,4,453.0,True,6fcb4dcbc1410bc056b5762f047c4f29,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",0.0
2422,she,she,cook,anti,4,597.0,True,89bb397c8dd69b78571f586522288335,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2423,she,she,cook,anti,4,552.0,True,9962e8a878efc4bd41a392780885f015,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2424,she,she,cook,anti,4,729.0,True,d00696adf8dd1f96878d06dbb74a3b48,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2425,she,she,cook,anti,4,541.0,True,d648d0b729c06f20aaa219368992a9d1,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2426,she,she,cook,anti,4,624.0,True,ea6777eddd27e861b6ebc5c817f814e6,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",0.0
2427,she,she,coach,anti,15,578.0,True,035bdfe202e3fd359e6a8ba379e88dd4,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",1.0
2428,she,she,cook,anti,4,967.0,True,5a7bf0314d9c129731caa613db8bc98d,228,"The cook tastes the food she prepares, and by this frequent tasting she destroys both the relish for her meals and health.",1.0
2429,she,she,coach,anti,15,563.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",0.0
2430,she,she,coach,anti,15,1220.0,True,6dfde7afac417f804bbee5fe91ac27cd,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",0.0
2431,she,she,coach,anti,15,735.0,True,6fcb4dcbc1410bc056b5762f047c4f29,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",0.0
2432,she,she,coach,anti,15,1056.0,True,9962e8a878efc4bd41a392780885f015,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",0.0
2433,she,she,coach,anti,15,503.0,True,c17d279da49e709638f42e292543b334,262,"Bauman's coach at Drake, Carole Baumgarten, later said of Bauman, ``In my 12 years at Drake, she was the purest shooter that we ever had.",0.0
